epoch:00001 loss:0.10554333254694939
epoch:00002 loss:0.06506153419613839
epoch:00003 loss:0.05274313554167748
epoch:00004 loss:0.047845591008663174
epoch:00005 loss:0.04380709335207939
epoch:00006 loss:0.041112202927470205
epoch:00007 loss:0.03892540223896503
epoch:00008 loss:0.038088563829660416
epoch:00009 loss:0.036925511695444585
epoch:00010 loss:0.03599362663924694
epoch:00011 loss:0.03430211436003447
epoch:00012 loss:0.03359655577689409
epoch:00013 loss:0.034431421272456644
epoch:00014 loss:0.03400841694325209
epoch:00015 loss:0.03287303190678358
epoch:00016 loss:0.03189019400626421
epoch:00017 loss:0.03115405384451151
epoch:00018 loss:0.0314357241243124
epoch:00019 loss:0.03178802382200956
epoch:00020 loss:0.03127112656831741
epoch:00021 loss:0.03236251622438431
epoch:00022 loss:0.030102240778505804
epoch:00023 loss:0.031051560863852502
epoch:00024 loss:0.02981821570545435
epoch:00025 loss:0.03081388857215643
epoch:00026 loss:0.031363282687962055
epoch:00027 loss:0.030333145633339883
epoch:00028 loss:0.029738378152251242
epoch:00029 loss:0.0302438023686409
epoch:00030 loss:0.02975767318159342
epoch:00031 loss:0.029248394630849363
epoch:00032 loss:0.029735542871057986
epoch:00033 loss:0.0301445335149765
epoch:00034 loss:0.02950221497565508
epoch:00035 loss:0.02939977861940861
epoch:00036 loss:0.029127907902002335
epoch:00037 loss:0.029386501647531985
epoch:00038 loss:0.029157246202230452
epoch:00039 loss:0.02929268289357424
epoch:00040 loss:0.0293715900182724
epoch:00041 loss:0.02912341982126236
epoch:00042 loss:0.028483552560210228
epoch:00043 loss:0.0281266201287508
epoch:00044 loss:0.02882722929120064
epoch:00045 loss:0.028448018059134484
epoch:00046 loss:0.028695827424526213
epoch:00047 loss:0.029368732534348966
epoch:00048 loss:0.029353316761553287
epoch:00049 loss:0.02875645775347948
epoch:00050 loss:0.029503136798739435
epoch:00051 loss:0.02855838283896446
epoch:00052 loss:0.02824380312114954
epoch:00053 loss:0.028695701733231545
epoch:00054 loss:0.028063473179936408
epoch:00055 loss:0.029544792175292968
epoch:00056 loss:0.029210754297673704
epoch:00057 loss:0.028684321716427805
epoch:00058 loss:0.028598748408257962
epoch:00059 loss:0.02834767121821642
epoch:00060 loss:0.02844701610505581
epoch:00061 loss:0.028504351526498793
epoch:00062 loss:0.028449303694069384
epoch:00063 loss:0.028301067762076856
epoch:00064 loss:0.029177738539874553
epoch:00065 loss:0.027164618037641048
epoch:00066 loss:0.027468244954943658
epoch:00067 loss:0.027695672363042833
epoch:00068 loss:0.028114426024258135
epoch:00069 loss:0.02716382935643196
epoch:00070 loss:0.02783329103142023
epoch:00071 loss:0.02812301505357027
epoch:00072 loss:0.027375672273337842
epoch:00073 loss:0.028268192410469056
epoch:00074 loss:0.0274635274708271
epoch:00075 loss:0.027781899869441986
epoch:00076 loss:0.02814555961638689
epoch:00077 loss:0.027620528880506753
epoch:00078 loss:0.028193585611879825
epoch:00079 loss:0.028455396816134453
epoch:00080 loss:0.02832957100123167
epoch:00081 loss:0.027719198577106
epoch:00082 loss:0.027267239578068255
epoch:00083 loss:0.026571268532425165
epoch:00084 loss:0.02752291366457939
epoch:00085 loss:0.02706571850925684
epoch:00086 loss:0.027512072548270226
epoch:00087 loss:0.028170707635581493
epoch:00088 loss:0.026881245113909245
epoch:00089 loss:0.027665736861526968
epoch:00090 loss:0.027485069297254087
epoch:00091 loss:0.02839811395853758
epoch:00092 loss:0.026762857511639596
epoch:00093 loss:0.027135091349482537
epoch:00094 loss:0.026749503668397664
epoch:00095 loss:0.02651180511340499
epoch:00096 loss:0.02664692036807537
epoch:00097 loss:0.027068811058998107
epoch:00098 loss:0.026856255978345872
epoch:00099 loss:0.026820855364203453
epoch:00100 loss:0.02741858460009098
epoch:00101 loss:0.027476260811090468
epoch:00102 loss:0.02797276683151722
epoch:00103 loss:0.026791604794561864
epoch:00104 loss:0.027300134617835283
epoch:00105 loss:0.027993359602987766
epoch:00106 loss:0.02711531875655055
epoch:00107 loss:0.027330918647348882
epoch:00108 loss:0.026980888694524766
epoch:00109 loss:0.02645522719249129
epoch:00110 loss:0.026483788527548312
epoch:00111 loss:0.027652422077953816
epoch:00112 loss:0.02711814833804965
epoch:00113 loss:0.02671046622097492
epoch:00114 loss:0.02761635560542345
epoch:00115 loss:0.026041203066706656
